FID,CH4,latitude,longitude,State
19068,3.33995548,38.90826547,-77.06384788,District of Columbia
19074,4.42508541,38.90828383,-77.05922351,District of Columbia
19080,2.97950464,38.90830207,-77.06122582,District of Columbia
19086,2.15435708,38.90833058,-77.08489386,District of Columbia
19092,2.48890802,38.90836255,-77.06377367,District of Columbia
19098,2.28497282,38.90837521,-77.05781104,District of Columbia
19104,2.49015307,38.90838593,-77.06377095,District of Columbia
19110,2.36070443,38.90839753,-77.05710239,District of Columbia
19116,2.26905513,38.90840005,-77.05777702,District of Columbia
19122,2.26693427,38.90840229,-77.05777397,District of Columbia
19128,2.26660902,38.90840284,-77.05776993,District of Columbia
19134,2.26006003,38.90840541,-77.05776645,District of Columbia
19140,3.05704059,38.90841107,-77.06122886,District of Columbia
19146,2.2931537,38.90841789,-77.05775897,District of Columbia
19152,2.53393946,38.90842508,-77.06364973,District of Columbia
19158,2.28932765,38.90842927,-77.06302467,District of Columbia
19164,2.58214828,38.90843175,-77.06354699,District of Columbia
19170,4.4963294,38.90843346,-77.06122041,District of Columbia
19176,4.70090995,38.90843547,-77.05922243,District of Columbia
19182,2.34349814,38.90843761,-77.06194158,District of Columbia
19188,2.36151065,38.90844054,-77.05710953,District of Columbia
19194,2.66477324,38.90844275,-77.06336212,District of Columbia
19200,2.70688906,38.90844556,-77.06324125,District of Columbia
19206,2.2666215,38.90844659,-77.05772937,District of Columbia
19212,2.54379763,38.90844693,-77.06297435,District of Columbia
19218,2.45813009,38.90844827,-77.06361332,District of Columbia
19224,2.47841778,38.90844859,-77.06351935,District of Columbia
19230,2.45718119,38.90844952,-77.06341454,District of Columbia
19236,2.25877758,38.90845139,-77.05772743,District of Columbia
19242,2.25238828,38.90845246,-77.05772638,District of Columbia
19248,6.13618407,38.90845275,-77.06104595,District of Columbia
19254,2.25398139,38.90845346,-77.05772571,District of Columbia
19260,4.64763939,38.90845372,-77.06070194,District of Columbia
19266,2.62234808,38.90845512,-77.06231375,District of Columbia
19272,4.09883108,38.90845615,-77.0606044,District of Columbia
19278,2.56464831,38.9084577,-77.05922423,District of Columbia
19284,2.59758449,38.90845884,-77.06289383,District of Columbia
19290,2.46838447,38.90845987,-77.06128925,District of Columbia
19296,2.57684362,38.90846073,-77.06090341,District of Columbia
19302,2.27765515,38.90846183,-77.05771989,District of Columbia
19308,2.27623585,38.90846217,-77.05771984,District of Columbia
19314,2.27378336,38.90846239,-77.05771824,District of Columbia
19320,2.83652977,38.90846253,-77.06023073,District of Columbia
19326,2.28278649,38.90846282,-77.05772005,District of Columbia
19332,2.2770692,38.90846301,-77.05772011,District of Columbia
19338,2.27954453,38.90846381,-77.05771706,District of Columbia
19344,2.81480243,38.90846451,-77.06269185,District of Columbia
19350,4.7779526,38.90846508,-77.06237492,District of Columbia
19356,3.55632483,38.90846621,-77.05710385,District of Columbia
19362,4.03790582,38.90846638,-77.06231605,District of Columbia
19368,3.92920903,38.90846729,-77.05923955,District of Columbia
19374,2.26663738,38.90846839,-77.05771115,District of Columbia
19380,2.47962879,38.90846871,-77.06045866,District of Columbia
19386,2.25766124,38.9084689,-77.05771131,District of Columbia
19392,2.26070202,38.90846934,-77.05771038,District of Columbia
19398,2.25791078,38.90846947,-77.0577098,District of Columbia
19404,2.25693803,38.90846958,-77.05770973,District of Columbia
19410,2.49033482,38.9084698,-77.06118679,District of Columbia
19416,2.26050856,38.90847021,-77.0577098,District of Columbia
19422,2.25866951,38.90847053,-77.05770924,District of Columbia
19428,2.53255132,38.90847157,-77.05714077,District of Columbia
19434,2.63858843,38.90847185,-77.05714206,District of Columbia
19440,2.24293621,38.908472,-77.05770914,District of Columbia
19446,2.21948244,38.90847228,-77.05770904,District of Columbia
19452,2.2435094,38.90847242,-77.05770929,District of Columbia
19458,2.20856947,38.90847264,-77.05770905,District of Columbia
19464,2.49436252,38.90847299,-77.06104789,District of Columbia
19470,2.32039908,38.90847331,-77.0571257,District of Columbia
19476,2.26954877,38.90847424,-77.05910011,District of Columbia
19482,2.20952117,38.90847446,-77.05770998,District of Columbia
19488,2.52006336,38.90847487,-77.06053701,District of Columbia
19494,2.21172578,38.90847533,-77.05771026,District of Columbia
19500,2.21238787,38.90847549,-77.05771002,District of Columbia
19506,2.46045716,38.90847583,-77.06109928,District of Columbia
19512,4.26891649,38.90847607,-77.05814049,District of Columbia
19518,2.21648046,38.9084763,-77.05771244,District of Columbia
19524,2.21434148,38.90847639,-77.0577119,District of Columbia
19530,2.61104152,38.90847694,-77.06104086,District of Columbia
19536,2.21851702,38.90847726,-77.05771237,District of Columbia
19542,2.21615285,38.90847747,-77.05771223,District of Columbia
19548,3.61992414,38.90847774,-77.05963105,District of Columbia
19554,2.2210827,38.90847795,-77.05771237,District of Columbia
19560,2.28658867,38.90847799,-77.05974931,District of Columbia
19566,2.2237421,38.90847852,-77.05771279,District of Columbia
19572,2.22362908,38.90847881,-77.05771275,District of Columbia
19578,3.71115005,38.90847894,-77.05711463,District of Columbia
19584,2.22180902,38.90847939,-77.05771217,District of Columbia
19590,3.76091956,38.90847961,-77.05884544,District of Columbia
19596,3.69727085,38.90847968,-77.05921942,District of Columbia
19602,2.22575417,38.9084799,-77.05771269,District of Columbia
19608,2.22568904,38.90848013,-77.05771337,District of Columbia
19614,2.22408052,38.90848027,-77.05771306,District of Columbia
19620,2.26070762,38.90848039,-77.05940036,District of Columbia
19626,2.22873917,38.90848058,-77.0577123,District of Columbia
19632,2.21789143,38.90848071,-77.05771156,District of Columbia
19638,3.85934593,38.90848083,-77.06089482,District of Columbia
19644,4.36026383,38.90848096,-77.05710273,District of Columbia
19650,2.23598669,38.90848142,-77.06046879,District of Columbia
19656,2.2222434,38.90848165,-77.05771119,District of Columbia
19662,2.22687962,38.90848228,-77.05771134,District of Columbia
19668,2.6456722,38.90848251,-77.06172744,District of Columbia
19674,8.59712475,38.90848314,-77.05990482,District of Columbia
19680,2.21643564,38.90848337,-77.05771221,District of Columbia
19686,3.67507546,38.90848349,-77.0605222,District of Columbia
19692,2.2166565,38.90848387,-77.05771248,District of Columbia
19698,2.21794223,38.90848405,-77.0577124,District of Columbia
19704,2.4790023,38.90848428,-77.06384068,District of Columbia
19710,2.2183015,38.90848454,-77.05771198,District of Columbia
19716,2.22773912,38.90848497,-77.05771163,District of Columbia
19722,2.22932362,38.90848502,-77.05771149,District of Columbia
19728,2.23616618,38.90848511,-77.05771158,District of Columbia
19734,2.2782102,38.9084856,-77.05829109,District of Columbia
19740,2.24461745,38.90848595,-77.0602389,District of Columbia
19746,2.22124099,38.90848608,-77.05771125,District of Columbia
19752,2.23868121,38.90848616,-77.05771096,District of Columbia
19758,2.47051223,38.90848626,-77.05955934,District of Columbia
19764,2.2213102,38.90848631,-77.05771076,District of Columbia
19770,2.24606063,38.90848642,-77.0577111,District of Columbia
19776,2.22292783,38.90848645,-77.05770993,District of Columbia
19782,2.22463337,38.90848649,-77.05771051,District of Columbia
19788,2.23515738,38.9084865,-77.05771056,District of Columbia
19794,2.2347555,38.90848655,-77.05771076,District of Columbia
19800,2.22942073,38.90848657,-77.05771088,District of Columbia
19806,2.23160039,38.9084866,-77.05771043,District of Columbia
19812,2.25216625,38.90848664,-77.05771079,District of Columbia
19818,2.21514603,38.90848667,-77.0577104,District of Columbia
19824,2.21377301,38.9084867,-77.05771025,District of Columbia
19830,4.15649871,38.90848673,-77.05957594,District of Columbia
19836,2.24425417,38.90848677,-77.05771176,District of Columbia
19842,2.24462314,38.90848678,-77.0577117,District of Columbia
19848,2.23016139,38.9084868,-77.05771079,District of Columbia
19854,2.2237898,38.90848682,-77.0577099,District of Columbia
19860,2.23831017,38.90848684,-77.05771034,District of Columbia
19866,2.24809623,38.90848684,-77.05771074,District of Columbia
19872,2.22552753,38.90848687,-77.05771029,District of Columbia
19878,2.24464513,38.90848689,-77.05771062,District of Columbia
19884,2.24519688,38.9084869,-77.0577106,District of Columbia
19890,2.23942091,38.90848691,-77.05771054,District of Columbia
19896,2.24315654,38.90848693,-77.05771029,District of Columbia
19902,2.64259364,38.90848695,-77.06001243,District of Columbia
19908,2.24587088,38.90848697,-77.05771064,District of Columbia
19914,2.25328722,38.908487,-77.05771081,District of Columbia
19920,2.23904817,38.90848708,-77.05771008,District of Columbia
19926,2.24457529,38.90848711,-77.05771136,District of Columbia
19932,2.2183885,38.90848721,-77.05770942,District of Columbia
19938,2.23473332,38.90848726,-77.05771016,District of Columbia
19944,2.24163238,38.90848732,-77.05771102,District of Columbia
19950,2.25380546,38.90848734,-77.05771111,District of Columbia
19956,2.2525732,38.90848738,-77.05771084,District of Columbia
19962,2.22340669,38.9084874,-77.05770974,District of Columbia
19968,2.23989057,38.90848745,-77.05770954,District of Columbia
19974,2.58807556,38.90848746,-77.06184839,District of Columbia
19980,2.24510393,38.90848756,-77.05771074,District of Columbia
20015,2.25882121,38.90848762,-77.06013766,District of Columbia
20021,2.24781119,38.90848767,-77.05770948,District of Columbia
20027,2.22014577,38.90848771,-77.05770903,District of Columbia
20033,2.22683401,38.90848777,-77.05770947,District of Columbia
20039,2.24713384,38.90848781,-77.0577093,District of Columbia
20045,2.22592334,38.90848786,-77.05770934,District of Columbia
20051,2.247511,38.90848791,-77.05770964,District of Columbia
20057,2.2411214,38.90848804,-77.05770883,District of Columbia
20063,2.24909908,38.90848811,-77.05770964,District of Columbia
20069,2.23867956,38.90848815,-77.05770865,District of Columbia
20075,2.24058756,38.90848818,-77.05770839,District of Columbia
20081,3.67831802,38.90848822,-77.06002856,District of Columbia
20087,2.24423073,38.90848834,-77.05770844,District of Columbia
20093,2.24865307,38.90848838,-77.05770927,District of Columbia
20099,2.22907454,38.90848844,-77.05770858,District of Columbia
20105,4.03565173,38.90848852,-77.06109097,District of Columbia
20111,2.23852075,38.90848857,-77.05770815,District of Columbia
20117,2.24289458,38.90848862,-77.05770794,District of Columbia
20123,2.23896102,38.9084887,-77.05770803,District of Columbia
20129,2.22412545,38.90848877,-77.05770863,District of Columbia
20135,2.24880426,38.90848884,-77.05770813,District of Columbia
20141,2.21766188,38.90848889,-77.05770857,District of Columbia
20147,2.2173676,38.90848893,-77.05770872,District of Columbia
20153,2.45424654,38.90848895,-77.07164199,District of Columbia
20159,3.68231186,38.90848899,-77.059345,District of Columbia
20165,2.22102753,38.90848902,-77.05770828,District of Columbia
20171,2.25327266,38.90848904,-77.05770948,District of Columbia
20177,2.24070868,38.9084891,-77.05770804,District of Columbia
20183,2.24190003,38.90848916,-77.05770812,District of Columbia
20189,2.23777145,38.90848918,-77.05770799,District of Columbia
20195,2.2421454,38.90848921,-77.05770834,District of Columbia
20201,2.24133145,38.90848925,-77.05770824,District of Columbia
20207,2.21837109,38.90848931,-77.05770807,District of Columbia
20213,2.52444093,38.90848942,-77.05852048,District of Columbia
20219,2.47354612,38.90848955,-77.05987119,District of Columbia
20225,3.60724719,38.90848971,-77.05921798,District of Columbia
20231,3.77167583,38.9084898,-77.05997601,District of Columbia
20237,2.25343292,38.90848983,-77.05770754,District of Columbia
20243,2.24071029,38.90848987,-77.05770736,District of Columbia
20249,2.24038914,38.9084899,-77.0577075,District of Columbia
20255,2.24320261,38.9084899,-77.05770778,District of Columbia
20261,2.23637567,38.90848994,-77.05770753,District of Columbia
20267,2.24598183,38.90848996,-77.05770766,District of Columbia
20273,2.23968828,38.90849001,-77.05770713,District of Columbia
20279,2.24247997,38.90849002,-77.05770741,District of Columbia
20285,2.24509811,38.90849005,-77.05770771,District of Columbia
20291,2.23557088,38.9084901,-77.05770782,District of Columbia
20297,2.24717749,38.90849016,-77.0577077,District of Columbia
20303,3.57186918,38.90849019,-77.05916507,District of Columbia
20309,2.24730939,38.90849025,-77.05770765,District of Columbia
20315,2.2339923,38.90849028,-77.05770768,District of Columbia
20321,2.24591947,38.90849033,-77.05770727,District of Columbia
20327,2.24613255,38.90849046,-77.05770743,District of Columbia
20333,2.2357907,38.90849055,-77.05770668,District of Columbia
20339,3.62339219,38.90849184,-77.05836637,District of Columbia
20345,3.69594287,38.90849228,-77.05991818,District of Columbia
20351,2.55757529,38.90849288,-77.0581947,District of Columbia
20357,3.69600832,38.90849362,-77.06129016,District of Columbia
20363,3.63573044,38.90849398,-77.05849755,District of Columbia
20369,2.24665235,38.90849418,-77.05768231,District of Columbia
20375,3.66654002,38.90849468,-77.06117171,District of Columbia
20381,7.51776146,38.90849538,-77.05962347,District of Columbia
20387,3.74805336,38.90849616,-77.05707597,District of Columbia
20393,2.21649139,38.9084982,-77.05949173,District of Columbia
20399,6.18170969,38.90849858,-77.05950245,District of Columbia
20405,2.17022871,38.9084986,-77.05730263,District of Columbia
20411,2.1760311,38.90849882,-77.05730255,District of Columbia
20417,2.1456253,38.90849886,-77.05730319,District of Columbia
20423,2.14997986,38.90849893,-77.05730345,District of Columbia
20429,2.15122088,38.90849904,-77.05730348,District of Columbia
20435,2.16285845,38.9084991,-77.05730324,District of Columbia
20441,2.15495174,38.90849922,-77.05730385,District of Columbia
20447,2.15643769,38.90849939,-77.0573039,District of Columbia
20453,2.16011516,38.90849951,-77.05730354,District of Columbia
20459,2.21085295,38.90849973,-77.05727047,District of Columbia
20465,2.15706103,38.90849981,-77.05730356,District of Columbia
20471,3.52940677,38.90850003,-77.05839739,District of Columbia
20477,2.16425759,38.90850046,-77.05730398,District of Columbia
20483,3.55168031,38.90850055,-77.05833533,District of Columbia
20489,2.30093637,38.90850067,-77.05730171,District of Columbia
20495,2.14418232,38.90850075,-77.05730276,District of Columbia
20501,2.14761017,38.90850079,-77.05730276,District of Columbia
20507,2.16226362,38.90850083,-77.05730275,District of Columbia
20513,2.57844492,38.90850085,-77.05730173,District of Columbia
20519,2.19574075,38.90850088,-77.05730169,District of Columbia
20525,2.1871558,38.90850091,-77.05730302,District of Columbia
20531,2.18015236,38.90850099,-77.05730305,District of Columbia
20537,2.17930322,38.90850104,-77.05730196,District of Columbia
20543,2.50342778,38.90850107,-77.05730192,District of Columbia
20549,2.16932967,38.90850109,-77.05730374,District of Columbia
20555,2.55842303,38.90850111,-77.05730344,District of Columbia
20561,2.21691482,38.90850112,-77.0573017,District of Columbia
20567,2.22779879,38.90850116,-77.05730159,District of Columbia
20573,2.16407895,38.90850117,-77.05730294,District of Columbia
20579,2.1665084,38.90850119,-77.05730396,District of Columbia
20585,2.1799922,38.90850122,-77.05730197,District of Columbia
20591,2.22860286,38.90850126,-77.05730182,District of Columbia
20597,2.29705265,38.90850131,-77.05730371,District of Columbia
20603,2.16883565,38.90850135,-77.05730226,District of Columbia
20609,2.1715749,38.90850139,-77.05730206,District of Columbia
20615,2.18091543,38.90850141,-77.05730197,District of Columbia
20621,2.16372616,38.90850152,-77.05730257,District of Columbia
20627,2.18507774,38.90850157,-77.05730253,District of Columbia
20633,2.19788748,38.90850172,-77.05730435,District of Columbia
20639,2.29581855,38.90850181,-77.05730442,District of Columbia
20645,2.18584957,38.90850185,-77.0573038,District of Columbia
20651,2.18502265,38.90850188,-77.0573022,District of Columbia
20657,2.17778431,38.90850193,-77.05730227,District of Columbia
20663,2.51974199,38.90850198,-77.05730441,District of Columbia
20669,2.18891091,38.90850199,-77.05730387,District of Columbia
20675,2.18609179,38.90850202,-77.05730438,District of Columbia
20681,2.22426165,38.90850206,-77.0573043,District of Columbia
20687,2.17634132,38.9085021,-77.05730227,District of Columbia
20693,2.17942292,38.90850212,-77.05730238,District of Columbia
20699,2.16204802,38.90850214,-77.05730435,District of Columbia
20705,2.17438408,38.90850217,-77.0573046,District of Columbia
20711,3.61800094,38.90850227,-77.05948851,District of Columbia
20717,2.21079309,38.90850237,-77.05730401,District of Columbia
20723,2.21834845,38.90850244,-77.05724607,District of Columbia
20729,2.22669788,38.90850247,-77.0573041,District of Columbia
20735,2.18752749,38.90850258,-77.05730494,District of Columbia
20741,2.1911588,38.90850262,-77.05901912,District of Columbia
20747,2.25248248,38.90850272,-77.05730416,District of Columbia
20753,2.22292088,38.90850296,-77.05730426,District of Columbia
20759,2.20694266,38.90850309,-77.05730481,District of Columbia
20765,2.15721676,38.9085033,-77.05730455,District of Columbia
20771,2.19859215,38.90850338,-77.05730433,District of Columbia
20777,2.21006754,38.90850345,-77.05730432,District of Columbia
20783,2.20666307,38.90850357,-77.05730417,District of Columbia
20789,2.71047943,38.90850359,-77.05804486,District of Columbia
20795,2.20879352,38.90850362,-77.05730441,District of Columbia
20801,2.20248016,38.90850369,-77.0573042,District of Columbia
20807,2.25145389,38.90850384,-77.05730525,District of Columbia
20813,2.24437046,38.90850394,-77.05730441,District of Columbia
20819,2.36551285,38.90850402,-77.05730507,District of Columbia
20825,2.37079245,38.9085042,-77.05730514,District of Columbia
20831,2.29188129,38.90850425,-77.05730461,District of Columbia
20837,2.26951197,38.90850454,-77.05730479,District of Columbia
20843,2.24251301,38.90850467,-77.05730522,District of Columbia
20849,2.29844905,38.90850489,-77.05730566,District of Columbia
20855,2.66660893,38.90850502,-77.05799251,District of Columbia
20861,2.57742718,38.90850515,-77.05885445,District of Columbia
20867,3.62428671,38.90850589,-77.05806725,District of Columbia
20873,3.75421951,38.90850673,-77.05769741,District of Columbia
20879,3.13682821,38.90850718,-77.05860257,District of Columbia
20885,2.21704204,38.90850749,-77.05900112,District of Columbia
20891,3.46502086,38.90850758,-77.05792278,District of Columbia
20897,2.20672859,38.90850802,-77.05872453,District of Columbia
20903,3.48415028,38.9085081,-77.05785273,District of Columbia
20909,2.18688856,38.90850832,-77.05912133,District of Columbia
20915,3.80402426,38.90850883,-77.05706333,District of Columbia
20921,2.69695372,38.90850919,-77.05777121,District of Columbia
20927,2.25587231,38.90850998,-77.05761431,District of Columbia
20933,2.93552684,38.90851095,-77.05841561,District of Columbia
20939,2.21233338,38.90851144,-77.05912828,District of Columbia
20945,3.6700422,38.9085126,-77.05730219,District of Columbia
20951,3.99148419,38.90851326,-77.05774043,District of Columbia
20957,3.66491845,38.90851432,-77.0588679,District of Columbia
20963,2.25401695,38.90851488,-77.05751346,District of Columbia
20969,2.54871479,38.90851527,-77.05747168,District of Columbia
20975,3.74909477,38.90851606,-77.05761506,District of Columbia
20981,2.14774611,38.90851689,-77.05731153,District of Columbia
20987,4.13882936,38.908517,-77.05821698,District of Columbia
20993,2.75146199,38.90851755,-77.05822349,District of Columbia
20999,2.25155987,38.90851801,-77.05725222,District of Columbia
21005,3.50506802,38.90851875,-77.05764649,District of Columbia
21011,2.25945149,38.90851898,-77.05731973,District of Columbia
21017,2.16945713,38.90851985,-77.05643438,District of Columbia
21023,3.94418742,38.90852067,-77.05760016,District of Columbia
21029,2.17632274,38.90852098,-77.05616506,District of Columbia
21035,3.59395825,38.90852168,-77.05738776,District of Columbia
21041,3.66692159,38.90852262,-77.05748222,District of Columbia
21047,2.52867352,38.90852321,-77.05796436,District of Columbia
21053,2.18000862,38.90852388,-77.05677167,District of Columbia
21059,3.73391825,38.90852467,-77.05763556,District of Columbia
21065,2.17611624,38.90852508,-77.05671856,District of Columbia
21071,2.59130756,38.9085258,-77.05807857,District of Columbia
21077,2.76996515,38.90852598,-77.05818998,District of Columbia
21083,2.27318405,38.90852634,-77.05825338,District of Columbia
21089,3.72733083,38.90852652,-77.05811608,District of Columbia
21095,3.74115713,38.90852689,-77.05762308,District of Columbia
21101,4.21322022,38.90852794,-77.05708284,District of Columbia
21107,2.17888344,38.90852872,-77.0570234,District of Columbia
21113,2.21103324,38.90853027,-77.05762072,District of Columbia
21119,2.46810723,38.90853046,-77.07164187,District of Columbia
21125,2.21965134,38.90853075,-77.05607806,District of Columbia
21131,2.13716903,38.90853098,-77.05790248,District of Columbia
21137,4.12084746,38.9085315,-77.0580717,District of Columbia
21143,3.59927773,38.90853231,-77.05759761,District of Columbia
21149,2.27790388,38.90853265,-77.05734099,District of Columbia
21155,3.94409812,38.90853306,-77.05805927,District of Columbia
21161,2.69083124,38.9085335,-77.05722543,District of Columbia
21167,4.02357848,38.90853424,-77.05805849,District of Columbia
21173,2.12276121,38.90853483,-77.05634303,District of Columbia
21179,2.508743,38.90853566,-77.05486442,District of Columbia
21185,3.58121781,38.90853588,-77.05759034,District of Columbia
21191,2.19452017,38.90853633,-77.05607516,District of Columbia
21197,2.13566626,38.9085371,-77.05682139,District of Columbia
21203,2.18079244,38.90853775,-77.0560748,District of Columbia
21209,2.22261196,38.90853803,-77.05807088,District of Columbia
21215,2.53050944,38.90853825,-77.0558921,District of Columbia
21221,2.59797586,38.90853925,-77.0569516,District of Columbia
21227,3.57566247,38.90853984,-77.05758376,District of Columbia
21233,2.17654731,38.90854033,-77.05697817,District of Columbia
21239,3.62107633,38.90854066,-77.05757688,District of Columbia
21245,3.82478549,38.90854115,-77.05758102,District of Columbia
21251,2.16510067,38.90854148,-77.05553712,District of Columbia
21257,4.05218635,38.90854204,-77.05720679,District of Columbia
21263,3.86199069,38.90854256,-77.05757867,District of Columbia
21269,3.571945,38.90854353,-77.05756532,District of Columbia
21275,2.53594428,38.9085442,-77.05563881,District of Columbia
21281,2.44359538,38.90854462,-77.06124888,District of Columbia
21287,3.62616255,38.90854558,-77.0575731,District of Columbia
21293,4.09916953,38.90854606,-77.05757146,District of Columbia
21299,2.16565006,38.90854666,-77.08538748,District of Columbia
21305,3.8061608,38.90854683,-77.0575643,District of Columbia
21311,3.90768552,38.90854699,-77.05756396,District of Columbia
21317,2.35187564,38.90854731,-77.05811167,District of Columbia
21323,3.84442591,38.90854759,-77.05757307,District of Columbia
21329,3.88817865,38.90854784,-77.05756325,District of Columbia
21335,2.55517841,38.90854801,-77.05537183,District of Columbia
21341,3.84412546,38.90854827,-77.05756304,District of Columbia
21347,3.77538127,38.90854865,-77.05757031,District of Columbia
21353,2.54792193,38.90854907,-77.05530568,District of Columbia
21359,3.99032245,38.90854923,-77.05756224,District of Columbia
21365,4.01104522,38.90854958,-77.0575618,District of Columbia
21371,4.20083319,38.90854999,-77.05756143,District of Columbia
21377,3.6702331,38.90855025,-77.05921615,District of Columbia
21383,3.68387019,38.90855047,-77.0575692,District of Columbia
21389,3.77199421,38.90855068,-77.05756904,District of Columbia
21395,3.6768622,38.90855082,-77.05756872,District of Columbia
21401,2.53570336,38.90855087,-77.05517215,District of Columbia
21407,4.26469017,38.90855119,-77.0575598,District of Columbia
21413,4.09335902,38.90855135,-77.05756184,District of Columbia
21419,4.08328149,38.90855141,-77.05756195,District of Columbia
21425,3.94538007,38.9085516,-77.05756284,District of Columbia
21431,3.73698533,38.90855171,-77.05755875,District of Columbia
21437,3.90337228,38.90855179,-77.05756119,District of Columbia
21443,3.68195348,38.9085519,-77.05710745,District of Columbia
21449,3.97335563,38.90855196,-77.05756003,District of Columbia
21455,3.71945741,38.90855209,-77.05755832,District of Columbia
21461,3.76082835,38.9085523,-77.05755786,District of Columbia
21467,3.90733896,38.9085525,-77.05755736,District of Columbia
21473,4.08537504,38.90855254,-77.05755722,District of Columbia
21479,4.0073343,38.90855288,-77.0575684,District of Columbia
21485,3.65078443,38.90855368,-77.05756589,District of Columbia
21491,3.64714097,38.90855373,-77.05756583,District of Columbia
21497,3.61701134,38.90855378,-77.05756597,District of Columbia
21503,3.65417671,38.90855384,-77.0575659,District of Columbia
21509,2.16200477,38.90855393,-77.05581075,District of Columbia
21515,3.76560116,38.90855397,-77.05715877,District of Columbia
21521,3.68341509,38.908554,-77.05756581,District of Columbia
21527,3.70605087,38.90855406,-77.05756584,District of Columbia
21533,3.68695387,38.90855414,-77.05756531,District of Columbia
21539,3.73896595,38.90855432,-77.05756575,District of Columbia
21545,3.74562694,38.90855444,-77.05756534,District of Columbia
21551,3.71517032,38.90855447,-77.05756532,District of Columbia
21557,3.83310709,38.90855454,-77.05756015,District of Columbia
21563,3.86341477,38.90855459,-77.05756508,District of Columbia
21569,3.89010617,38.90855463,-77.05756503,District of Columbia
21575,3.87971954,38.90855466,-77.05756402,District of Columbia
21581,3.80531875,38.90855469,-77.057564,District of Columbia
21587,3.72753316,38.90855471,-77.05756385,District of Columbia
21593,3.92217247,38.90855473,-77.057564,District of Columbia
21599,3.76411015,38.90855477,-77.05756459,District of Columbia
21605,3.73978625,38.9085548,-77.05756444,District of Columbia
21611,3.92041297,38.90855481,-77.05756377,District of Columbia
21617,3.82766514,38.90855483,-77.05756411,District of Columbia
21623,3.85293346,38.90855485,-77.05756369,District of Columbia
21629,3.73760687,38.90855487,-77.05756435,District of Columbia
21635,3.72758795,38.9085549,-77.05756364,District of Columbia
21641,3.7019494,38.90855492,-77.05756355,District of Columbia
21647,3.14039749,38.90855494,-77.05756285,District of Columbia
21653,3.69800204,38.90855495,-77.05756354,District of Columbia
21659,3.86744165,38.90855497,-77.05756345,District of Columbia
21665,3.7106501,38.90855498,-77.05756355,District of Columbia
21671,2.52330634,38.90855511,-77.05604591,District of Columbia
21677,2.18340523,38.90855545,-77.05490128,District of Columbia
21683,2.12092044,38.90855627,-77.05573579,District of Columbia
21689,3.11593504,38.90855656,-77.05756184,District of Columbia
21695,2.12033626,38.9085571,-77.05569198,District of Columbia
21701,3.36016501,38.90855731,-77.05756083,District of Columbia
21707,3.800213,38.90855742,-77.05756612,District of Columbia
21713,3.3375802,38.90855748,-77.0575606,District of Columbia
21719,3.35237404,38.90855754,-77.05756049,District of Columbia
21725,3.77243038,38.90855757,-77.05756598,District of Columbia
21731,3.36037863,38.90855763,-77.05756039,District of Columbia
21737,3.80119261,38.90855765,-77.05756557,District of Columbia
21743,3.46306552,38.90855767,-77.05756068,District of Columbia
21749,3.76769776,38.90855769,-77.05756552,District of Columbia
21755,3.8674313,38.9085577,-77.05756558,District of Columbia
21761,3.41410999,38.90855772,-77.05756089,District of Columbia
21767,3.8068612,38.90855772,-77.05756504,District of Columbia
21773,3.91906507,38.90855773,-77.05756574,District of Columbia
21779,3.88772686,38.90855774,-77.05756557,District of Columbia
21785,3.47932458,38.90855776,-77.05756081,District of Columbia
21791,3.71830905,38.90855777,-77.05756037,District of Columbia
21797,3.5617309,38.90855779,-77.05756081,District of Columbia
21803,3.51430877,38.90855779,-77.05756087,District of Columbia
21809,3.83291604,38.9085578,-77.05756523,District of Columbia
21815,3.51068542,38.90855781,-77.05756085,District of Columbia
21821,3.53723574,38.90855782,-77.05756091,District of Columbia
21827,3.81044094,38.90855783,-77.0575653,District of Columbia
21833,3.50506322,38.90855784,-77.05756089,District of Columbia
21839,3.821958,38.90855784,-77.05756535,District of Columbia
21845,3.55682377,38.90855785,-77.05756075,District of Columbia
21851,3.76141171,38.90855785,-77.05756575,District of Columbia
21857,3.76532644,38.90855787,-77.057565,District of Columbia
21863,3.49372964,38.90855787,-77.05756079,District of Columbia
21869,3.76136503,38.90855789,-77.05756569,District of Columbia
21875,3.75838909,38.9085579,-77.05756572,District of Columbia
21881,2.98975205,38.90855791,-77.0575624,District of Columbia
21887,3.75964401,38.90855792,-77.05756557,District of Columbia
21893,3.09405975,38.90855792,-77.05756583,District of Columbia
21899,3.76278056,38.90855793,-77.05756496,District of Columbia
21905,3.80586545,38.90855793,-77.05756564,District of Columbia
21911,3.72123902,38.90855794,-77.05756554,District of Columbia
21917,3.76310658,38.90855794,-77.05756544,District of Columbia
21923,3.0028943,38.90855795,-77.05756583,District of Columbia
21929,3.15112299,38.90855796,-77.05756583,District of Columbia
21935,3.75625407,38.90855797,-77.05756553,District of Columbia
21941,2.98823615,38.90855798,-77.05756249,District of Columbia
21947,3.72707391,38.908558,-77.05756576,District of Columbia
21953,3.80667445,38.90855802,-77.05756538,District of Columbia
21959,3.77640649,38.90855803,-77.05756473,District of Columbia
21965,3.37983635,38.90855804,-77.05756053,District of Columbia
21971,3.3809636,38.90855806,-77.05756087,District of Columbia
21977,3.00439265,38.90855807,-77.05756577,District of Columbia
21983,2.99835551,38.90855809,-77.05756575,District of Columbia
